title,url,created,state,whensent,category,lastupdate,latitude,longitude,ward,location
"Very loose large manhole cover with surrounding pothol",https://www.fixmystreet.com/report/409498,"2013-12-06 13:48:49 UTC","fixed - user","2013-12-06 13:50:09 UTC",Roads/highways,"2014-01-12 12:15:41 UTC",51.37797454,-2.359689217,Abbey,"{""latitude"":51.37797454,""longitude"":-2.359689217,""geojson"":{""type"":""Point"",""coordinates"":[-2.359689217,51.37797454]}}"
"Mini roundabout",https://www.fixmystreet.com/report/246765,"2012-04-24 10:18:33 UTC",confirmed,"2012-04-24 10:20:07 UTC",Roads/highways,"2012-07-18 10:07:46 UTC",51.408941,-2.547654,Whitchurch,"{""latitude"":51.408941,""longitude"":-2.547654,""geojson"":{""type"":""Point"",""coordinates"":[-2.547654,51.408941]}}"
Pothole,https://www.fixmystreet.com/report/455556,"2014-03-18 12:42:19 UTC",confirmed,"2014-03-18 12:45:45 UTC",Potholes,"2014-03-18 12:45:45 UTC",51.34588188,-2.485726388,Farmborough,"{""latitude"":51.34588188,""longitude"":-2.485726388,""geojson"":{""type"":""Point"",""coordinates"":[-2.485726388,51.34588188]}}"
"Deep pothole",https://www.fixmystreet.com/report/154668,"2011-01-14 22:12:58 UTC",fixed,"2011-01-14 22:45:03 UTC",Potholes,"2011-02-12 09:13:23 UTC",51.43116996,-2.402804096,Charlcombe,"{""latitude"":51.43116996,""longitude"":-2.402804096,""geojson"":{""type"":""Point"",""coordinates"":[-2.402804096,51.43116996]}}"
"Street light not working",https://www.fixmystreet.com/report/543498,"2014-11-11 08:38:28 UTC",confirmed,"2014-11-11 08:40:16 UTC","Street lighting","2014-11-11 08:40:16 UTC",51.28315674,-2.491897416,"Midsomer Norton","{""latitude"":51.28315674,""longitude"":-2.491897416,""geojson"":{""type"":""Point"",""coordinates"":[-2.491897416,51.28315674]}}"
"Ice on pavement",https://www.fixmystreet.com/report/572888,"2015-01-20 09:07:11 UTC",confirmed,"2015-01-20 09:10:39 UTC",Pavements/footpaths,"2015-02-25 08:47:57 UTC",51.303291,-2.455254,Radstock,"{""latitude"":51.303291,""longitude"":-2.455254,""geojson"":{""type"":""Point"",""coordinates"":[-2.455254,51.303291]}}"
"Exposed Electical Equipment",https://www.fixmystreet.com/report/126658,"2010-07-28 09:47:06 UTC",unconfirmed,,"Bus stops","2010-07-28 09:47:06 UTC",51.38720135,-2.399275167,Newbridge,"{""latitude"":51.38720135,""longitude"":-2.399275167,""geojson"":{""type"":""Point"",""coordinates"":[-2.399275167,51.38720135]}}"
FlyTipping,https://www.fixmystreet.com/report/104434,"2010-03-20 17:30:28 UTC",fixed,"2010-03-20 17:35:03 UTC",Flytipping,"2010-04-17 21:19:32 UTC",51.34894424,-2.499421396,Farmborough,"{""latitude"":51.34894424,""longitude"":-2.499421396,""geojson"":{""type"":""Point"",""coordinates"":[-2.499421396,51.34894424]}}"
"Branch Road, Hinton Charterhouse",https://www.fixmystreet.com/report/654279,"2015-06-28 21:31:33 UTC","fixed - user","2015-06-28 21:36:19 UTC",Potholes,"2015-10-20 19:25:53 UTC",51.330149,-2.317842,"Hinton Charterhouse","{""latitude"":51.330149,""longitude"":-2.317842,""geojson"":{""type"":""Point"",""coordinates"":[-2.317842,51.330149]}}"
"Abandoned Car",https://www.fixmystreet.com/report/288905,"2012-11-07 10:46:49 UTC","fixed - user","2012-11-07 10:50:09 UTC","Abandoned vehicles","2013-05-14 10:44:19 UTC",51.37719686,-2.37575798,Oldfield,"{""latitude"":51.37719686,""longitude"":-2.37575798,""geojson"":{""type"":""Point"",""coordinates"":[-2.37575798,51.37719686]}}"
"Deep Pothole",https://www.fixmystreet.com/report/423281,"2014-01-16 07:51:37 UTC","fixed - user","2014-01-16 07:55:09 UTC",Potholes,"2014-02-28 21:59:39 UTC",51.40115124,-2.307637696,Bathford,"{""latitude"":51.40115124,""longitude"":-2.307637696,""geojson"":{""type"":""Point"",""coordinates"":[-2.307637696,51.40115124]}}"
Potholes,https://www.fixmystreet.com/report/327154,"2013-02-25 10:09:01 UTC","fixed - user","2013-02-25 10:10:31 UTC",Potholes,"2013-03-26 13:25:15 UTC",51.35922434,-2.316983716,"Monkton Combe","{""latitude"":51.35922434,""longitude"":-2.316983716,""geojson"":{""type"":""Point"",""coordinates"":[-2.316983716,51.35922434]}}"
"Dangerous hole in road",https://www.fixmystreet.com/report/396093,"2013-10-21 12:39:24 UTC","fixed - user","2013-10-21 12:45:09 UTC",Roads/highways,"2013-11-18 18:33:28 UTC",51.39772651,-2.394727415,Weston,"{""latitude"":51.39772651,""longitude"":-2.394727415,""geojson"":{""type"":""Point"",""coordinates"":[-2.394727415,51.39772651]}}"
"Overgrown hedge encroaches on footpath",https://www.fixmystreet.com/report/639809,"2015-05-27 14:44:22 UTC","fixed - user","2015-05-27 14:45:17 UTC",Pavements/footpaths,"2015-06-11 13:38:58 UTC",51.38686,-2.402186,Newbridge,"{""latitude"":51.38686,""longitude"":-2.402186,""geojson"":{""type"":""Point"",""coordinates"":[-2.402186,51.38686]}}"
"Extremely poor road surface",https://www.fixmystreet.com/report/468209,"2014-04-24 08:34:55 UTC",confirmed,"2014-04-24 08:35:21 UTC",Potholes,"2014-05-23 07:44:52 UTC",51.40348258,-2.466002323,Saltford,"{""latitude"":51.40348258,""longitude"":-2.466002323,""geojson"":{""type"":""Point"",""coordinates"":[-2.466002323,51.40348258]}}"
"A need for a footpath",https://www.fixmystreet.com/report/146560,"2010-12-06 14:05:46 UTC",confirmed,"2010-12-06 14:10:02 UTC",Pavements/footpaths,"2011-01-31 20:32:00 UTC",51.41827974,-2.495617825,Keynsham,"{""latitude"":51.41827974,""longitude"":-2.495617825,""geojson"":{""type"":""Point"",""coordinates"":[-2.495617825,51.41827974]}}"
"Noise from motorbikes",https://www.fixmystreet.com/report/369038,"2013-06-30 14:19:52 UTC",confirmed,"2013-06-30 14:25:10 UTC",Other,"2013-06-30 14:25:10 UTC",51.4316109,-2.523427188,Keynsham,"{""latitude"":51.4316109,""longitude"":-2.523427188,""geojson"":{""type"":""Point"",""coordinates"":[-2.523427188,51.4316109]}}"
"Warning sign illegible",https://www.fixmystreet.com/report/521721,"2014-09-11 19:28:40 UTC","fixed - user","2014-09-11 19:30:26 UTC","Road traffic signs","2014-10-24 01:12:24 UTC",51.324544,-2.330245,"Hinton Charterhouse","{""latitude"":51.324544,""longitude"":-2.330245,""geojson"":{""type"":""Point"",""coordinates"":[-2.330245,51.324544]}}"
"Missing lifesaving equipment",https://www.fixmystreet.com/report/575867,"2015-01-25 17:03:18 UTC",confirmed,"2015-01-25 17:05:19 UTC",Roads/highways,"2015-01-25 17:05:19 UTC",51.38304703,-2.372435074,Widcombe,"{""latitude"":51.38304703,""longitude"":-2.372435074,""geojson"":{""type"":""Point"",""coordinates"":[-2.372435074,51.38304703]}}"
"Scruffy doorsteps/rubbish/torn bags",https://www.fixmystreet.com/report/71168,"2009-08-27 20:07:58 UTC",unconfirmed,,"Rubbish (refuse and recycling)","2009-08-27 20:07:58 UTC",51.39430471,-2.345242059,Walcot,"{""latitude"":51.39430471,""longitude"":-2.345242059,""geojson"":{""type"":""Point"",""coordinates"":[-2.345242059,51.39430471]}}"
"Various road defects",https://www.fixmystreet.com/report/354339,"2013-05-02 22:29:02 UTC",confirmed,"2013-05-02 22:30:10 UTC",Roads/highways,"2013-11-16 12:10:50 UTC",51.40070448,-2.393860753,Weston,"{""latitude"":51.40070448,""longitude"":-2.393860753,""geojson"":{""type"":""Point"",""coordinates"":[-2.393860753,51.40070448]}}"
"Dumped vechicle",https://www.fixmystreet.com/report/663100,"2015-07-17 09:00:53 UTC",confirmed,"2015-07-17 09:05:24 UTC","Abandoned vehicles","2015-08-14 19:19:28 UTC",51.360513,-2.342097,"Combe Down","{""latitude"":51.360513,""longitude"":-2.342097,""geojson"":{""type"":""Point"",""coordinates"":[-2.342097,51.360513]}}"
"Dangerous subsidence in Road Surface",https://www.fixmystreet.com/report/614568,"2015-04-01 09:08:19 UTC","fixed - user","2015-04-01 09:11:03 UTC",Potholes,"2015-05-05 09:53:34 UTC",51.391907,-2.352507,Walcot,"{""latitude"":51.391907,""longitude"":-2.352507,""geojson"":{""type"":""Point"",""coordinates"":[-2.352507,51.391907]}}"
"Path becoming impassable.",https://www.fixmystreet.com/report/658851,"2015-07-08 09:42:03 UTC",confirmed,"2015-07-08 09:45:17 UTC",Pavements/footpaths,"2015-07-08 09:45:17 UTC",51.387633,-2.347758,Bathwick,"{""latitude"":51.387633,""longitude"":-2.347758,""geojson"":{""type"":""Point"",""coordinates"":[-2.347758,51.387633]}}"
"Blocked street drains",https://www.fixmystreet.com/report/413182,"2013-12-21 11:04:22 UTC",confirmed,"2013-12-21 11:10:09 UTC",Roads/highways,"2013-12-21 11:10:09 UTC",51.39901527,-2.395572034,Weston,"{""latitude"":51.39901527,""longitude"":-2.395572034,""geojson"":{""type"":""Point"",""coordinates"":[-2.395572034,51.39901527]}}"
"Car parking on pavement",https://www.fixmystreet.com/report/548789,"2014-11-23 11:18:36 UTC",confirmed,"2014-11-23 11:20:18 UTC","Car parking","2014-11-23 11:20:18 UTC",51.402095,-2.429575,Kelston,"{""latitude"":51.402095,""longitude"":-2.429575,""geojson"":{""type"":""Point"",""coordinates"":[-2.429575,51.402095]}}"
Pothole,https://www.fixmystreet.com/report/202082,"2011-09-09 11:36:49 UTC","fixed - user","2011-09-09 11:50:06 UTC",Potholes,"2011-10-07 16:13:35 UTC",51.380921,-2.354411,Abbey,"{""latitude"":51.380921,""longitude"":-2.354411,""geojson"":{""type"":""Point"",""coordinates"":[-2.354411,51.380921]}}"
"Graffiti on Bus Shelter in Palph Allen Drive",https://www.fixmystreet.com/report/234,"2007-02-22 10:10:13 UTC",confirmed,"2007-02-22 15:30:19 UTC",Other,"2007-02-22 15:30:19 UTC",51.36493146,-2.346051663,"Combe Down","{""latitude"":51.36493146,""longitude"":-2.346051663,""geojson"":{""type"":""Point"",""coordinates"":[-2.346051663,51.36493146]}}"
"Street is not cleaned",https://www.fixmystreet.com/report/94240,"2010-02-07 15:21:57 UTC",fixed,"2010-02-07 15:25:01 UTC","Street cleaning","2010-03-07 15:55:31 UTC",51.37479549,-2.358241412,Widcombe,"{""latitude"":51.37479549,""longitude"":-2.358241412,""geojson"":{""type"":""Point"",""coordinates"":[-2.358241412,51.37479549]}}"
"Pavement is destroyed and needs repair for wheelchairs and buggies",https://www.fixmystreet.com/report/568967,"2015-01-13 12:09:09 UTC",confirmed,"2015-01-13 12:10:37 UTC",Pavements/footpaths,"2015-01-13 12:10:37 UTC",51.32886688,-2.479307981,Timsbury,"{""latitude"":51.32886688,""longitude"":-2.479307981,""geojson"":{""type"":""Point"",""coordinates"":[-2.479307981,51.32886688]}}"
"Street Lights not working",https://www.fixmystreet.com/report/191929,"2011-06-30 22:06:48 UTC",fixed,"2011-06-30 22:10:06 UTC","Street lighting","2011-07-01 21:51:44 UTC",51.284858,-2.472155,Norton-Radstock,"{""latitude"":51.284858,""longitude"":-2.472155,""geojson"":{""type"":""Point"",""coordinates"":[-2.472155,51.284858]}}"
"Streets not being cleaned ",https://www.fixmystreet.com/report/10635,"2007-11-12 12:28:09 UTC",confirmed,"2007-11-12 12:40:03 UTC","Street cleaning","2008-05-26 08:15:19 UTC",51.38342343,-2.397786265,Newbridge,"{""latitude"":51.38342343,""longitude"":-2.397786265,""geojson"":{""type"":""Point"",""coordinates"":[-2.397786265,51.38342343]}}"
"Damage to grass areas and pavements",https://www.fixmystreet.com/report/175992,"2011-03-27 14:43:09 UTC",confirmed,"2011-03-27 14:45:01 UTC",Parks/landscapes,"2011-03-27 14:45:01 UTC",51.400351,-2.390789,Weston,"{""latitude"":51.400351,""longitude"":-2.390789,""geojson"":{""type"":""Point"",""coordinates"":[-2.390789,51.400351]}}"
"Potholes in Park Road",https://www.fixmystreet.com/report/339502,"2013-03-23 22:17:03 UTC","fixed - user","2013-03-23 22:20:12 UTC",Potholes,"2013-04-21 14:06:52 UTC",51.40669019,-2.500712233,Keynsham,"{""latitude"":51.40669019,""longitude"":-2.500712233,""geojson"":{""type"":""Point"",""coordinates"":[-2.500712233,51.40669019]}}"
"Man hole cover",https://www.fixmystreet.com/report/62725,"2009-06-24 09:02:48 UTC",unconfirmed,,Other,"2009-06-24 09:02:48 UTC",51.39842827,-2.395803464,Weston,"{""latitude"":51.39842827,""longitude"":-2.395803464,""geojson"":{""type"":""Point"",""coordinates"":[-2.395803464,51.39842827]}}"
"Dangerous parking",https://www.fixmystreet.com/report/467511,"2014-04-22 09:55:53 UTC",confirmed,"2014-04-22 10:00:19 UTC","Car parking","2014-05-20 10:55:32 UTC",51.39828107,-2.577869811,Whitchurch,"{""latitude"":51.39828107,""longitude"":-2.577869811,""geojson"":{""type"":""Point"",""coordinates"":[-2.577869811,51.39828107]}}"
"Tyres dumped on Braysdown Lane verge",https://www.fixmystreet.com/report/351167,"2013-04-23 13:06:13 UTC","fixed - user","2013-04-23 13:10:20 UTC",Flytipping,"2013-05-21 13:33:54 UTC",51.30840061,-2.423806393,"Peasedown St John","{""latitude"":51.30840061,""longitude"":-2.423806393,""geojson"":{""type"":""Point"",""coordinates"":[-2.423806393,51.30840061]}}"
Potholes,https://www.fixmystreet.com/report/438737,"2014-02-12 14:17:15 UTC","fixed - user","2014-02-12 14:20:17 UTC",Potholes,"2014-03-12 14:38:31 UTC",51.3825154,-2.395207546,Newbridge,"{""latitude"":51.3825154,""longitude"":-2.395207546,""geojson"":{""type"":""Point"",""coordinates"":[-2.395207546,51.3825154]}}"
"Illegal advertising site vehicles.",https://www.fixmystreet.com/report/215675,"2011-11-29 12:42:02 UTC",confirmed,"2011-11-29 12:45:07 UTC",Flyposting,"2011-11-29 12:45:07 UTC",51.39028159,-2.407158486,Newbridge,"{""latitude"":51.39028159,""longitude"":-2.407158486,""geojson"":{""type"":""Point"",""coordinates"":[-2.407158486,51.39028159]}}"
"Footpath overgrown",https://www.fixmystreet.com/report/661052,"2015-07-13 13:04:11 UTC",confirmed,"2015-07-13 14:20:12 UTC",Pavements/footpaths,"2015-07-13 14:20:12 UTC",51.379621,-2.366911,Kingsmead,"{""latitude"":51.379621,""longitude"":-2.366911,""geojson"":{""type"":""Point"",""coordinates"":[-2.366911,51.379621]}}"
"Hedge overhanging pavement",https://www.fixmystreet.com/report/275676,"2012-09-02 22:42:56 UTC",confirmed,"2012-09-02 22:45:16 UTC",Pavements/footpaths,"2012-09-02 22:45:16 UTC",51.38339,-2.397671,Newbridge,"{""latitude"":51.38339,""longitude"":-2.397671,""geojson"":{""type"":""Point"",""coordinates"":[-2.397671,51.38339]}}"
"Graffiti on bus stop",https://www.fixmystreet.com/report/552704,"2014-12-02 08:40:26 UTC",confirmed,"2014-12-02 08:45:11 UTC",Graffiti,"2014-12-02 08:45:11 UTC",51.39369823,-2.356114869,Walcot,"{""latitude"":51.39369823,""longitude"":-2.356114869,""geojson"":{""type"":""Point"",""coordinates"":[-2.356114869,51.39369823]}}"
"Weeds need removing from pavement",https://www.fixmystreet.com/report/462421,"2014-04-04 23:35:21 UTC","fixed - user","2014-04-04 23:40:16 UTC",Pavements/footpaths,"2014-07-01 10:21:10 UTC",51.389575,-2.366201,Lansdown,"{""latitude"":51.389575,""longitude"":-2.366201,""geojson"":{""type"":""Point"",""coordinates"":[-2.366201,51.389575]}}"
"Poor road surface High Littleton/Bridge",https://www.fixmystreet.com/report/50859,"2009-03-27 13:23:34 UTC",confirmed,"2009-03-27 13:35:13 UTC",Roads/highways,"2009-05-22 16:19:22 UTC",51.31337638,-2.51944323,"High Littleton","{""latitude"":51.31337638,""longitude"":-2.51944323,""geojson"":{""type"":""Point"",""coordinates"":[-2.51944323,51.31337638]}}"
"Street Light Not Working",https://www.fixmystreet.com/report/159745,"2011-01-27 22:47:14 UTC","fixed - user","2011-01-27 22:50:02 UTC","Street lighting","2014-02-02 18:05:35 UTC",51.40029869,-2.39308839,Weston,"{""latitude"":51.40029869,""longitude"":-2.39308839,""geojson"":{""type"":""Point"",""coordinates"":[-2.39308839,51.40029869]}}"
"Parking on double yellow lines",https://www.fixmystreet.com/report/252229,"2012-05-19 10:20:56 UTC",confirmed,"2012-05-19 10:25:06 UTC","Car parking","2012-05-19 10:25:06 UTC",51.39759476,-2.31862215,Bathampton,"{""latitude"":51.39759476,""longitude"":-2.31862215,""geojson"":{""type"":""Point"",""coordinates"":[-2.31862215,51.39759476]}}"
"Drain blocked",https://www.fixmystreet.com/report/114879,"2010-05-17 19:52:05 UTC",confirmed,"2010-05-17 20:30:04 UTC",Other,"2010-05-17 20:30:04 UTC",51.37677899,-2.363083176,Widcombe,"{""latitude"":51.37677899,""longitude"":-2.363083176,""geojson"":{""type"":""Point"",""coordinates"":[-2.363083176,51.37677899]}}"
"Poor road surface - potholes etc.",https://www.fixmystreet.com/report/470611,"2014-04-30 21:13:44 UTC",confirmed,"2014-04-30 21:15:10 UTC",Potholes,"2014-06-29 22:35:08 UTC",51.33024421,-2.542250994,Clutton,"{""latitude"":51.33024421,""longitude"":-2.542250994,""geojson"":{""type"":""Point"",""coordinates"":[-2.542250994,51.33024421]}}"
"Pot hole in middle of lanes",https://www.fixmystreet.com/report/587094,"2015-02-13 21:04:44 UTC","fixed - user","2015-02-13 21:05:18 UTC",Potholes,"2015-02-25 20:07:03 UTC",51.377122,-2.361046,Widcombe,"{""latitude"":51.377122,""longitude"":-2.361046,""geojson"":{""type"":""Point"",""coordinates"":[-2.361046,51.377122]}}"
"Large pothole at junction",https://www.fixmystreet.com/report/639259,"2015-05-26 15:27:45 UTC",confirmed,"2015-05-26 15:30:19 UTC",Potholes,"2015-05-26 15:30:19 UTC",51.381527,-2.365657,Kingsmead,"{""latitude"":51.381527,""longitude"":-2.365657,""geojson"":{""type"":""Point"",""coordinates"":[-2.365657,51.381527]}}"
"Unsafe exit from railway path",https://www.fixmystreet.com/report/261727,"2012-06-30 19:41:46 UTC",confirmed,"2012-06-30 19:45:07 UTC",Pavements/footpaths,"2012-07-08 03:16:17 UTC",51.38915357,-2.411190649,"Newton St Loe","{""latitude"":51.38915357,""longitude"":-2.411190649,""geojson"":{""type"":""Point"",""coordinates"":[-2.411190649,51.38915357]}}"
"Right hand side of road. Multiple deep potholes",https://www.fixmystreet.com/report/54776,"2009-04-21 17:05:02 UTC",confirmed,"2009-04-21 17:10:03 UTC",Potholes,"2009-08-12 22:56:04 UTC",51.304781,-2.421996863,Peasedown,"{""latitude"":51.304781,""longitude"":-2.421996863,""geojson"":{""type"":""Point"",""coordinates"":[-2.421996863,51.304781]}}"
"40mph repeater signs",https://www.fixmystreet.com/report/104458,"2010-03-20 20:50:30 UTC",confirmed,"2010-03-20 20:55:02 UTC","Road traffic signs","2010-05-16 09:33:25 UTC",51.41022574,-2.475027051,"Keynsham East","{""latitude"":51.41022574,""longitude"":-2.475027051,""geojson"":{""type"":""Point"",""coordinates"":[-2.475027051,51.41022574]}}"
"Pot hole at bottom of Star Hill",https://www.fixmystreet.com/report/167660,"2011-02-22 20:23:11 UTC",fixed,"2011-02-22 20:25:02 UTC",Potholes,"2011-05-04 11:43:44 UTC",51.33489125,-2.667445508,"Nempnett Thrubwell","{""latitude"":51.33489125,""longitude"":-2.667445508,""geojson"":{""type"":""Point"",""coordinates"":[-2.667445508,51.33489125]}}"
"Overgrown weeds",https://www.fixmystreet.com/report/509201,"2014-08-05 14:49:33 UTC",unconfirmed,,Pavements/footpaths,"2014-08-05 14:49:33 UTC",51.37714471,-2.389761097,Twerton,"{""latitude"":51.37714471,""longitude"":-2.389761097,""geojson"":{""type"":""Point"",""coordinates"":[-2.389761097,51.37714471]}}"
"Graffiti on wall",https://www.fixmystreet.com/report/26180,"2008-07-12 23:14:03 UTC",fixed,"2008-07-12 23:20:02 UTC",Graffiti,"2008-08-09 23:34:17 UTC",51.38218416,-2.365543956,Kingsmead,"{""latitude"":51.38218416,""longitude"":-2.365543956,""geojson"":{""type"":""Point"",""coordinates"":[-2.365543956,51.38218416]}}"
"Students(?) rubbish - eyesore",https://www.fixmystreet.com/report/315130,"2013-01-30 21:08:16 UTC","fixed - user","2013-01-30 21:10:41 UTC",Pavements/footpaths,"2013-02-28 10:51:14 UTC",51.3736864,-2.367724716,Lyncombe,"{""latitude"":51.3736864,""longitude"":-2.367724716,""geojson"":{""type"":""Point"",""coordinates"":[-2.367724716,51.3736864]}}"
"Unable to see traffic lights",https://www.fixmystreet.com/report/428093,"2014-01-26 06:24:41 UTC",confirmed,"2014-01-26 06:25:18 UTC","Road traffic signs","2014-01-26 06:25:18 UTC",51.38446234,-2.38671672,Kingsmead,"{""latitude"":51.38446234,""longitude"":-2.38671672,""geojson"":{""type"":""Point"",""coordinates"":[-2.38671672,51.38446234]}}"
"Large Pothole",https://www.fixmystreet.com/report/95381,"2010-02-12 10:44:58 UTC",fixed,"2010-02-12 10:55:18 UTC",Potholes,"2010-03-19 08:11:35 UTC",51.35139574,-2.400878529,"Bathavon West","{""latitude"":51.35139574,""longitude"":-2.400878529,""geojson"":{""type"":""Point"",""coordinates"":[-2.400878529,51.35139574]}}"
